accuracy,precision,recall,f1
0.7218323844829869,0.7186466952323352,0.7218323844829869,0.6989250353450294
0.7870382629418774,0.7837197264346222,0.7870382629418774,0.7843516226673608
0.7132927313650206,0.7140404812009038,0.7132927313650205,0.7102782745684071
0.6050575930094002,0.5992022153134922,0.6050575930094002,0.5924606385924093
0.7244472395074805,0.7268846995097742,0.7244472395074805,0.7209823728238538
0.8271878723685953,0.8259908254171083,0.8271878723685953,0.8263584954304537
0.8489010989010989,0.8489645955780886,0.8489010989010989,0.8458169010566923
